country,year,lat,lon,geolev1,geolev2
ethiopia,2011,9.47651243141,34.4209015528,ETH.4,ETH.4.1
ethiopia,2011,9.51321818808,41.8161343197,ETH.5,ETH.5.1
ethiopia,2011,9.51787068443,40.1647901335,ETH.2,ETH.2.3
ethiopia,2011,9.5268552421,41.940878737,ETH.5,ETH.5.1
ethiopia,2011,9.55091666159,42.0823653656,ETH.5,ETH.5.1
ethiopia,2011,9.55152585441,41.358379098,ETH.9,ETH.9.9
ethiopia,2011,9.55192525075,41.7853673729,ETH.5,ETH.5.1
ethiopia,2011,9.55408199803,39.5793387065,ETH.3,ETH.3.8
ethiopia,2011,9.56552604162,41.5231782329,ETH.9,ETH.9.9
ethiopia,2011,9.56789007387,41.9822667431,ETH.5,ETH.5.1
ethiopia,2011,9.56898165487,41.8673487349,ETH.5,ETH.5.1
ethiopia,2011,9.60298076521,42.0803290584,ETH.5,ETH.5.1
ethiopia,2011,9.61257094668,39.7830434463,ETH.3,ETH.3.8
ethiopia,2011,9.62033298025,34.5342648788,ETH.4,ETH.4.1
ethiopia,2011,9.63095228353,42.146104574,ETH.5,ETH.5.1
ethiopia,2011,9.66381415681,41.7895497706,ETH.9,ETH.9.9
ethiopia,2011,9.67897313862,39.913593504,ETH.2,ETH.2.3
ethiopia,2011,9.73443000378,34.7285555289,ETH.4,ETH.4.1
ethiopia,2011,9.74422788621,34.7872968911,ETH.4,ETH.4.1
ethiopia,2011,9.74677172525,42.3089673942,ETH.9,ETH.9.9
ethiopia,2011,9.7591387282,37.044814049,ETH.8,ETH.8.6
ethiopia,2011,9.77979055862,38.658246372,ETH.8,ETH.8.17
ethiopia,2011,9.79007481406,37.5059416726,ETH.8,ETH.8.6
ethiopia,2011,9.83705860887,34.9150151529,ETH.8,ETH.8.13
ethiopia,2011,9.8440806253,37.1271346597,ETH.8,ETH.8.6
ethiopia,2011,9.84708661386,36.3422982077,ETH.8,ETH.8.16
ethiopia,2011,9.89048905403,39.4845296,ETH.3,ETH.3.8
ethiopia,2011,9.8912342367,38.3744314394,ETH.8,ETH.8.17
ethiopia,2011,9.91264985014,42.4725493546,ETH.9,ETH.9.9
ethiopia,2011,9.99190626942,37.6925527139,ETH.3,ETH.3.7
ethiopia,2015,10.0165864149,38.2492265926,ETH.8,ETH.8.17
ethiopia,2015,10.0245110384,39.2131652933,ETH.3,ETH.3.8
ethiopia,2015,10.081237992,34.6831901825,ETH.4,ETH.4.1
ethiopia,2015,10.1249269842,39.6713085476,ETH.3,ETH.3.8
ethiopia,2015,10.1255685035,39.3173063282,ETH.3,ETH.3.8
ethiopia,2015,10.1771510236,38.9727796823,ETH.3,ETH.3.8
ethiopia,2015,10.4180717415,38.1697121297,ETH.3,ETH.3.7
ethiopia,2015,10.4216173585,37.5765488785,ETH.3,ETH.3.7
ethiopia,2015,10.4376029071,38.3184384011,ETH.3,ETH.3.7
ethiopia,2015,10.4624101433,42.2434955736,ETH.9,ETH.9.9
ethiopia,2015,10.4822087828,34.7861778123,ETH.4,ETH.4.1
ethiopia,2015,10.4981528016,42.594943322,ETH.9,ETH.9.9
ethiopia,2015,10.5281537836,39.8131068222,ETH.3,ETH.3.8
ethiopia,2015,10.5685626516,39.2356643786,ETH.3,ETH.3.5
ethiopia,2015,10.5738928409,39.9354279996,ETH.3,ETH.3.9
ethiopia,2015,10.5773759639,37.0449675094,ETH.3,ETH.3.6
ethiopia,2015,10.5792188385,38.6062533111,ETH.3,ETH.3.5
ethiopia,2015,10.5794319268,37.798498412,ETH.3,ETH.3.7
ethiopia,2015,10.5883521237,39.9074958295,ETH.3,ETH.3.9
ethiopia,2015,10.5892768292,37.4615982338,ETH.3,ETH.3.6
ethiopia,2015,10.7206898499,39.8860291278,ETH.3,ETH.3.9
ethiopia,2015,10.7561984007,38.7696742804,ETH.3,ETH.3.5
ethiopia,2015,10.7927763733,37.144541492,ETH.3,ETH.3.6
ethiopia,2015,10.8293373184,37.064423275,ETH.3,ETH.3.1
ethiopia,2015,10.9070459818,38.0365174999,ETH.3,ETH.3.7
ethiopia,2015,10.9346269955,37.0039728964,ETH.3,ETH.3.1
ethiopia,2015,10.9370696143,36.6547551047,ETH.3,ETH.3.1
ethiopia,2015,10.9436292122,40.0054371148,ETH.3,ETH.3.2
ethiopia,2015,10.9551945389,38.2846965084,ETH.3,ETH.3.7
ethiopia,2015,10.9686100623,37.1784774038,ETH.3,ETH.3.6
ethiopia,2015,10.9878391908,39.9234074653,ETH.3,ETH.3.2
ethiopia,2015,11.003906691,39.9387898351,ETH.3,ETH.3.5
ethiopia,2015,11.0268833144,38.9229352692,ETH.3,ETH.3.5
ethiopia,2015,11.0636624461,37.0703789795,ETH.3,ETH.3.1
ethiopia,2015,11.0874300942,39.7843913054,ETH.3,ETH.3.5
ethiopia,2015,11.1136181517,40.017211804,ETH.3,ETH.3.9
ethiopia,2015,11.115608637,36.3763433187,ETH.4,ETH.4.3
ethiopia,2015,11.1913400617,36.9496969313,ETH.3,ETH.3.1
ethiopia,2015,11.2140035523,40.2055920948,ETH.2,ETH.2.5
ethiopia,2015,11.2385732357,38.311340877,ETH.3,ETH.3.4
ethiopia,2015,11.2828210609,36.9596879306,ETH.3,ETH.3.6
ethiopia,2015,11.3323287202,36.2720183518,ETH.4,ETH.4.3
ethiopia,2015,11.3563674371,39.4349241782,ETH.3,ETH.3.5
ethiopia,2015,11.3744751246,37.4523245003,ETH.3,ETH.3.6
ethiopia,2015,11.3962743181,37.042616257,ETH.3,ETH.3.6
ethiopia,2015,11.4159600258,39.8485705676,ETH.3,ETH.3.5
ethiopia,2015,11.5223288693,41.5692958857,ETH.2,ETH.2.1
ethiopia,2015,11.5278035382,41.5207097044,ETH.2,ETH.2.1
ethiopia,2015,11.5311102163,41.4141896542,ETH.2,ETH.2.1
ethiopia,2015,11.5649164965,36.4628430612,ETH.3,ETH.3.1
