"r2_train","r2_test","r2_true","jitter_num","jitter"
0.757569363030072,0.655526232333776,0.673537315923297,37,3.62708404833063
0.760209719220365,0.659932859329546,0.682762292044469,38,3.62708404833063
0.761403978886774,0.653217913154979,0.659774701152955,39,3.62708404833063
0.759011946588878,0.66273421635768,0.679779744861562,4,3.62708404833063
0.757206488641988,0.66788033242478,0.686006223468625,40,3.62708404833063
0.75804185561976,0.655111049596976,0.663916118260053,41,3.62708404833063
0.76523195274191,0.677588883834259,0.677594541805972,42,3.62708404833063
0.76320389779042,0.665087696731171,0.680482638439309,43,3.62708404833063
0.752752955935034,0.669576170817207,0.672134594024081,44,3.62708404833063
0.756117327671475,0.64440100593914,0.660257199760372,45,3.62708404833063
0.761754888040267,0.669126470854018,0.675721399667023,46,3.62708404833063
0.758569304069849,0.651666865641509,0.661854420108998,47,3.62708404833063
0.757680390095268,0.661498402611391,0.678190675612525,48,3.62708404833063
0.752555161561694,0.643718188238076,0.660265809538902,49,3.62708404833063
0.758631895916989,0.659956077307323,0.656885300527903,5,3.62708404833063
0.756974260833085,0.657744533941965,0.678668648626578,50,3.62708404833063
0.765764341103322,0.636627484524734,0.666374675439887,6,3.62708404833063
0.759540489624372,0.666819645839971,0.665410842881972,7,3.62708404833063
0.752803929533957,0.643676404106784,0.653705337575817,8,3.62708404833063
0.763119293502249,0.668734558691043,0.673617872745158,9,3.62708404833063
0.754345581237033,0.660411904580433,0.678094529737154,17,3.62708404833063
0.74683018867856,0.64881228299422,0.661494381594634,10,3.99970593426483
0.748316110116599,0.637959185412332,0.650410570779853,11,3.99970593426483
0.758132680747839,0.640392664701937,0.66426293362222,12,3.99970593426483
0.75614974479295,0.65997210942285,0.674152834285416,13,3.99970593426483
0.764137776866729,0.654580580539043,0.667199771711257,14,3.99970593426483
0.755457330018474,0.659027976982244,0.669384854168441,15,3.99970593426483
0.761404402083043,0.649630815676814,0.640125447326641,16,3.99970593426483
0.751604011554288,0.654169408251423,0.684106357172351,17,3.99970593426483
0.752156615349957,0.65756301311197,0.665849056089883,18,3.99970593426483
0.75125532441425,0.639462521060592,0.659000157171604,19,3.99970593426483
0.752162831624855,0.662589816476809,0.673027856579386,2,3.99970593426483
0.75214828217372,0.645779176065231,0.655968650265408,20,3.99970593426483
0.751423188598018,0.658890619159889,0.677558814950765,1,3.99970593426483
0.749941498129033,0.636716531465281,0.655330123750746,22,3.99970593426483
0.750033276340184,0.642971841457863,0.656357830142326,23,3.99970593426483
0.748024167761853,0.662296530128204,0.658865473155088,24,3.99970593426483
0.743988811219314,0.652996560764231,0.670563125118357,25,3.99970593426483
0.754088272817438,0.665258070182617,0.676715992716177,26,3.99970593426483
0.747003068899376,0.654710922952191,0.658360465671638,27,3.99970593426483
0.754716438075396,0.666671239269431,0.677377523043224,28,3.99970593426483
0.752788798865398,0.656144110067451,0.678130503162651,29,3.99970593426483
0.752510996710221,0.65893886003927,0.66981854188045,3,3.99970593426483
0.746918195122801,0.643634689306887,0.663629098166009,30,3.99970593426483
0.750698519212209,0.645272582471229,0.654741477755614,31,3.99970593426483
0.752319972946852,0.657779402225277,0.677242060258216,32,3.99970593426483
0.753463672237317,0.649824093051847,0.664221479664634,21,3.99970593426483
0.752022114515318,0.635127999638126,0.656555140745181,34,3.99970593426483
0.750094664045672,0.666602812208062,0.676481287118045,35,3.99970593426483
0.758982605091948,0.662528322459464,0.680828933716888,36,3.99970593426483
0.750643237372964,0.654233013008921,0.673114821263429,37,3.99970593426483
0.749800058481209,0.654940778615532,0.687838743158133,38,3.99970593426483
0.751926151571543,0.635637564396208,0.654929543536501,39,3.99970593426483
0.756792464834463,0.663905807454197,0.687812030400603,4,3.99970593426483
0.750785319585314,0.663961969450337,0.689394054578988,40,3.99970593426483
0.752442871454527,0.669900063477509,0.6817592178558,41,3.99970593426483
0.754361809748054,0.66189517523952,0.675246275996668,42,3.99970593426483
0.755440405883704,0.661714220579197,0.683664187615458,43,3.99970593426483
0.75356602976895,0.644259150592443,0.650830718305378,44,3.99970593426483
0.745242215695643,0.654432262860528,0.666220925781551,33,3.99970593426483
0.758976070411029,0.676196377592174,0.683005184442901,46,3.99970593426483
0.747559153827726,0.653281801268217,0.667937797797494,47,3.99970593426483
0.751269124166161,0.647435397598477,0.676496783594699,48,3.99970593426483
0.74211103749768,0.649547037032324,0.669687355262401,49,3.99970593426483
0.746638212833047,0.668209825314109,0.679501577004807,5,3.99970593426483
0.746956971846243,0.657957566299713,0.678842266914027,50,3.99970593426483
0.758697459603921,0.628192186565981,0.663418034527412,6,3.99970593426483
0.747882699291869,0.646926501443585,0.658275293292699,7,3.99970593426483
0.746206057604278,0.62773596657224,0.649726388882623,8,3.99970593426483
0.755640703510879,0.670015551520336,0.682217176020202,9,3.99970593426483
0.750127167999775,0.627143254390792,0.647062047145483,45,3.99970593426483
0.744664976202653,0.655152604834094,0.671122776264937,1,4.4059321942636
0.739617499486559,0.624743780870137,0.653118044337374,10,4.4059321942636
0.745726357232809,0.648938285162272,0.671771213914074,11,4.4059321942636
0.747567027307288,0.650759901941528,0.675345243831537,13,4.4059321942636
0.750840704680915,0.654288461451965,0.665328769505683,14,4.4059321942636
0.747684367321789,0.646592298989692,0.683702019436,15,4.4059321942636
0.752491041521748,0.67047931797288,0.680725723080426,16,4.4059321942636
