country,year,lat,lon,index,et_index,n,geolev1,geolev2,rooms,electric,phone,radio,tv,auto,floor_qual,toilet_qual,watsup_qual,ea_id
uganda,2009,-0.560572028160095,30.6788005828857,0.260608209351506,,6,UGA.39,UGA.39.4,3.33333333333333,0.0,0.5,0.333333333333333,0.333333333333333,0.166666666666667,3.0,4.0,5.0,4100026
uganda,2009,-0.553772985935211,30.3036918640137,0.64871719873199,,8,UGA.6,UGA.6.3,3.125,0.25,0.75,1.0,0.375,0.25,2.625,4.0,3.5,4020020
uganda,2009,-0.549796998500824,30.0675201416016,-0.182083623492351,,8,UGA.6,UGA.6.3,3.375,0.0,0.375,0.625,0.0,0.0,2.125,4.0,3.25,4020016
uganda,2009,-0.530628025531769,32.3274917602539,-0.343263493161065,,3,UGA.32,UGA.32.1,1.66666666666667,0.0,0.666666666666667,1.0,0.0,0.0,1.0,3.33333333333333,3.33333333333333,1010002
uganda,2009,-0.518612027168274,31.1944370269775,-0.219476424947934,,6,UGA.51,UGA.51.3,3.16666666666667,0.0,0.333333333333333,0.833333333333333,0.0,0.0,2.0,3.66666666666667,3.5,1100007
uganda,2009,-0.508831024169922,31.3332862854004,-0.525071405257277,,9,UGA.51,UGA.51.3,3.0,0.111111111111111,0.222222222222222,0.555555555555556,0.0,0.0,1.33333333333333,3.0,2.88888888888889,1100009
uganda,2009,-0.503360986709595,31.6160697937012,0.0811972708444506,,5,UGA.51,UGA.51.4,3.8,0.0,0.4,1.0,0.0,0.0,2.8,4.0,3.2,1100012
uganda,2009,-0.43911999464035,31.711950302124,0.0907049278726181,,1,UGA.35,UGA.35.2,4.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,3.0,0
uganda,2009,-0.292248010635376,31.4787216186523,-0.32679434308997,,8,UGA.53,UGA.53.2,3.0,0.0,0.5,0.75,0.0,0.0,1.0,3.75,3.625,1110003
uganda,2009,0.0393440015614033,32.5403861999512,0.0565448520043963,,6,UGA.32,UGA.32.1,1.33333333333333,0.166666666666667,0.666666666666667,0.166666666666667,0.333333333333333,0.0,3.0,3.83333333333333,4.0,1130010
uganda,2009,0.0584140010178089,29.9493350982666,-0.23986195692699,,10,UGA.21,UGA.21.2,3.9,0.0,0.6,0.7,0.0,0.0,1.0,3.6,3.5,4060013
uganda,2009,0.0716100037097931,32.0928726196289,-0.11019052180086,,9,UGA.42,UGA.42.3,3.44444444444444,0.111111111111111,0.666666666666667,0.666666666666667,0.0,0.0,1.66666666666667,3.55555555555556,3.0,1060007
uganda,2009,0.145366996526718,31.2310581207275,0.20354885423698,,8,UGA.53,UGA.53.1,4.625,0.0,1.0,0.875,0.0,0.0,1.75,3.75,3.25,1110001
uganda,2009,0.213035002350807,31.0526390075684,-0.733171207767889,,4,UGA.43,UGA.43.2,2.0,0.0,0.25,0.5,0.0,0.0,1.0,2.75,3.5,1070008
uganda,2009,0.218554005026817,32.5398979187012,0.97760600814717,,2,UGA.57,UGA.57.3,2.0,0.5,0.5,1.0,1.0,0.0,4.0,4.0,5.0,1130003
uganda,2009,0.261842012405396,32.556755065918,1.43240718282362,,4,UGA.57,UGA.57.3,4.0,1.0,0.75,0.75,1.0,0.0,4.0,4.25,4.25,1130007
uganda,2009,0.265680998563766,32.4627532958984,1.64777792520106,,7,UGA.57,UGA.57.1,4.14285714285714,0.857142857142857,1.0,0.714285714285714,0.571428571428571,0.571428571428571,4.28571428571429,4.14285714285714,3.42857142857143,1130012
