"year","count_PlanetScope","count_RapidEye","cluster_id"
2017,414,10,"TZ2007_451"
2017,496,4,"ET2005_393"
2017,465,29,"LS2009_9"
2017,314,6,"MW2010_799"
2017,264,2,"AO2015_87"
2017,339,14,"AO2015_459"
2017,256,4,"ET2005_134"
2017,434,13,"ZW2005_352"
2017,342,7,"KE2014_1085"
2017,386,19,"ZM2013_108"
2017,529,33,"ZW2010_378"
2017,288,3,"KE2014_407"
2017,311,9,"UG2014_156"
2017,349,19,"KE2014_500"
2017,392,13,"ZW2010_274"
2017,265,13,"CD2007_32"
2017,434,3,"ZW2010_83"
2017,355,14,"ZM2007_26"
2017,354,10,"ZM2013_390"
2017,366,16,"ZM2007_172"
2017,552,36,"ZW2015_37"
2017,350,14,"MW2015_304"
2017,362,17,"KE2014_712"
2017,375,12,"TZ2011_335"
2017,285,8,"ML2006_305"
2017,262,8,"TZ2004_48"
2017,287,0,"ET2005_156"
2017,271,54,"MW2010_665"
2017,580,33,"ZW2015_147"
2017,282,14,"MZ2011_323"
2017,370,19,"ML2006_27"
2017,552,40,"MW2015_678"
2017,411,7,"TZ2007_183"
2017,255,17,"LS2014_220"
2017,282,8,"KE2003_1"
2017,331,6,"KE2014_824"
2017,319,17,"ML2006_302"
2017,369,28,"UG2011a_422"
2017,486,6,"ET2010_173"
2017,260,10,"BF2010_358"
2017,382,8,"TZ2004_115"
2017,290,23,"KE2014_1570"
2017,580,13,"KE2008_348"
2017,275,4,"ET2016_353"
2017,276,9,"ML2012_243"
2017,319,2,"ZM2007_99"
2017,346,2,"ET2010_567"
2017,328,14,"TG2013_269"
2017,335,4,"BF2014_206"
2017,420,5,"ZW2010_127"
2017,420,19,"TZ2007_432"
2017,281,4,"ET2010_451"
2017,311,2,"UG2011a_98"
2017,594,13,"ET2016_22"
2017,346,13,"KE2014_1159"
2017,309,40,"MW2015_317"
2017,286,46,"MW2015_41"
2017,404,10,"ET2005_425"
2017,323,4,"UG2011_378"
2017,453,31,"LS2009_388"
2017,467,7,"TZ2007_44"
2017,257,16,"LS2014_149"
2017,299,15,"ML2012_487"
2017,438,14,"ZW2010_161"
2017,315,2,"MZ2011_55"
2017,407,10,"ZW2005_955"
2017,410,21,"LS2014_242"
2017,445,3,"ZW2010_384"
2017,336,27,"ML2012_538"
2017,442,79,"ML2012_352"
2017,284,20,"BF1998_71"
2017,383,15,"ZM2013_51"
2017,284,3,"BF2014_82"
2017,352,6,"ZM2013_647"
2017,339,10,"NG2003_146"
2017,342,14,"KE2014_929"
2017,505,4,"ET2005_304"
2017,246,10,"RW2010_26"
2017,505,3,"MZ2011_153"
2017,453,15,"TZ2010_230"
2017,603,31,"ZW2010_399"
2017,323,12,"UG2009_133"
2017,363,15,"TG2013_28"
2017,250,36,"SN2008_212"
2017,518,23,"MW2010_524"
2017,268,4,"NG2013_256"
2017,254,4,"GH1998_83"
2017,381,20,"ZW2015_190"
2017,268,23,"MW2010_157"
2017,258,5,"MZ2009_151"
2017,380,15,"ZW2005_890"
2017,279,8,"KE2003_283"
2017,274,36,"MW2014_135"
2017,312,4,"NG2013_420"
2017,630,12,"LS2014_107"
2017,269,4,"SL2013_224"
2017,318,17,"ML1995_40"
2017,370,20,"KE2003_186"
2017,384,16,"ZW2010_58"
2017,391,8,"ZM2013_447"
2017,374,8,"AO2015_298"
2017,301,21,"MW2010_138"
2017,254,10,"RW2014_224"
2017,358,18,"ZM2007_255"
2017,255,24,"MZ2009_26"
2017,285,4,"ML2012_30"
2017,277,5,"UG2011a_387"
2017,458,4,"UG2009_22"
2017,303,2,"UG2014_89"
2017,366,32,"SZ2006_29"
2017,427,22,"LS2014_180"
2017,256,14,"RW2010_38"
2017,331,42,"MW2015_336"
2017,314,16,"UG2011_518"
2017,609,11,"LS2014_27"
2017,579,47,"NG2010_84"
2017,264,1,"ML2012_151"
2017,412,4,"TZ2007_278"
2018,523,4,"TZ2007_451"
2018,669,0,"ET2005_393"
2018,263,0,"ZW2005_1187"
2018,286,6,"GH2016_157"
2018,584,29,"LS2009_9"
2018,258,5,"ML2012_506"
2018,265,2,"TG2013_143"
2018,320,0,"BF2014_16"
2018,327,6,"MW2010_799"
2018,367,0,"AO2015_207"
2018,395,10,"SN2012_31"
2018,366,0,"AO2015_87"
2018,548,0,"AO2015_459"
2018,313,6,"CD2007_35"
2018,569,2,"ZW2005_352"
2018,388,0,"KE2014_1085"
2018,457,2,"ZM2013_108"
2018,290,0,"UG2011_271"
2018,725,6,"ZW2010_378"
2018,252,2,"KE2014_407"
2018,339,0,"UG2014_156"
2018,336,6,"KE2014_500"
2018,515,2,"ZW2010_274"
2018,306,3,"CD2007_32"
2018,591,4,"ZW2010_83"
2018,427,4,"ZM2007_26"
2018,354,10,"ZM2013_390"
2018,389,8,"SN2008_276"
2018,314,10,"ZM2007_172"
2018,255,5,"GH2008_163"
2018,744,22,"ZW2015_37"
2018,319,7,"MW2015_304"
2018,310,7,"KE2014_712"
2018,349,8,"SN2012_76"
2018,424,2,"TZ2011_335"
2018,396,11,"ML2006_305"
2018,380,0,"TZ2004_48"
2018,306,0,"ET2005_156"
2018,270,7,"MW2010_665"
2018,375,4,"GH2016_199"
2018,848,4,"ZW2015_147"
2018,401,4,"GN1999_3208"
2018,303,16,"MZ2011_323"
2018,354,2,"AO2011_19"
2018,508,12,"ML2006_27"
2018,264,4,"ZM2013_680"
2018,262,2,"ZW2010_63"
2018,455,11,"MW2015_678"
2018,489,6,"TZ2007_183"
2018,416,20,"AO2011_4"
2018,294,16,"LS2014_220"
2018,285,0,"KE2003_1"
2018,338,0,"KE2014_824"
2018,269,4,"ML2006_103"
2018,518,10,"ML2006_302"
2018,544,0,"UG2011a_422"
2018,569,3,"ET2010_173"
2018,341,1,"BF2010_358"
2018,329,4,"LS2014_364"
2018,449,1,"TZ2004_115"
2018,296,4,"GN2012_295"
2018,331,0,"KE2014_1570"
2018,271,3,"ML2012_336"
2018,560,0,"KE2008_348"
2018,358,4,"GN1999_2249"
2018,289,2,"ZW2010_178"
2018,326,2,"ET2016_353"
2018,319,1,"GH2014_228"
2018,309,6,"UG2009_105"
2018,258,3,"ML2015_179"
2018,285,4,"RW2014_368"
2018,355,4,"ML2012_243"
2018,294,0,"GH2008_144"
2018,253,5,"ML2015_163"
2018,259,6,"ML1995_281"
2018,410,6,"ZM2007_99"
2018,387,0,"ET2010_567"
2018,264,4,"ZW2005_695"
2018,307,8,"BJ2012_87"
2018,294,2,"ZW2005_476"
2018,486,12,"TG2013_269"
2018,375,6,"BF2014_206"
2018,517,6,"ZW2010_127"
2018,452,2,"TZ2007_432"
2018,352,4,"ET2010_451"
2018,355,0,"UG2011a_98"
2018,311,9,"LS2009_368"
2018,705,10,"ET2016_22"
2018,354,8,"KE2014_1159"
2018,303,10,"KE2014_770"
2018,248,1,"ZM2007_110"
2018,294,10,"MW2015_41"
2018,448,0,"ET2005_425"
2018,353,2,"UG2011_378"
2018,316,16,"LS2014_257"
2018,573,27,"LS2009_388"
2018,555,25,"TZ2007_44"
2018,314,12,"LS2014_149"
2018,261,2,"CF1994_412"
2018,480,9,"ML2012_487"
2018,548,2,"ZW2010_161"
2018,255,2,"MZ2011_55"
2018,513,2,"ZW2005_955"
2018,560,4,"LS2014_242"
2018,566,4,"ZW2010_384"
2018,314,2,"GH2008_133"
2018,466,6,"ML2012_538"
2018,571,42,"ML2012_352"
2018,360,4,"BF1998_71"
2018,471,8,"ZM2013_51"
2018,428,2,"BF2014_82"
2018,451,8,"ZM2013_647"
2018,247,1,"ZM2007_224"
2018,307,6,"LS2014_279"
2018,394,2,"NG2003_146"
2018,272,6,"ML2006_143"
2018,335,0,"KE2014_929"
2018,612,4,"ET2005_304"
2018,370,10,"SN2008_62"
2018,265,3,"ZW2005_944"
2018,252,3,"GH2014_201"
2018,299,5,"RW2010_26"
2018,566,4,"MZ2011_153"
2018,448,4,"TZ2010_230"
2018,262,2,"CI1998_242"
2018,874,18,"ZW2010_399"
2018,369,0,"UG2009_133"
2018,421,12,"TG2013_28"
2018,414,32,"SN2008_212"
2018,548,9,"MW2010_524"
2018,318,6,"NG2013_256"
2018,264,11,"TZ2007_275"
2018,502,9,"GH1998_83"
2018,514,6,"ZW2015_190"
2018,287,6,"MW2010_157"
2018,285,1,"ET2016_134"
2018,271,9,"MZ2009_151"
2018,256,5,"ML1995_297"
2018,415,5,"ZW2005_890"
2018,287,0,"CD2013_372"
2018,259,0,"TZ2015_102"
2018,343,25,"KE2003_283"
2018,292,9,"MW2014_135"
2018,394,2,"AO2015_1"
2018,379,4,"NG2013_420"
2018,271,6,"ML1995_47"
2018,936,6,"LS2014_107"
2018,419,0,"SL2013_224"
2018,508,15,"ML1995_40"
2018,313,0,"KE2003_186"
2018,316,16,"TZ2007_365"
2018,521,0,"ZW2010_58"
2018,275,12,"NG2008_375"
2018,525,4,"ZM2013_447"
2018,484,0,"AO2015_298"
2018,279,8,"MW2010_138"
2018,306,0,"CD2013_451"
2018,304,4,"RW2014_224"
2018,515,8,"ZM2007_255"
2018,256,13,"MZ2009_26"
2018,260,3,"ZM2013_467"
2018,426,8,"ML2012_30"
2018,322,0,"UG2011a_387"
2018,496,4,"UG2009_22"
2018,377,0,"UG2014_89"
2018,435,21,"SZ2006_29"
2018,583,7,"LS2014_180"
2018,255,4,"RW2010_38"
2018,305,13,"TZ2007_121"
2018,297,16,"LS2014_30"
2018,253,9,"MW2015_336"
2018,325,9,"LS2014_129"
2018,386,2,"UG2011_518"
2018,264,5,"KE2014_691"
2018,748,12,"LS2014_27"
2018,671,24,"NG2010_84"
2018,421,4,"ML2012_151"
2018,262,1,"ML2012_310"
2018,463,2,"TZ2007_278"
2000,0,0,"SL2013_328"
2001,0,0,"SL2013_328"
2002,0,0,"SL2013_328"
2003,0,0,"SL2013_328"
2004,0,0,"SL2013_328"
2005,0,0,"SL2013_328"
2006,0,0,"SL2013_328"
2007,0,0,"SL2013_328"
2008,0,0,"SL2013_328"
2009,0,2,"SL2013_328"
2010,0,6,"SL2013_328"
2011,0,4,"SL2013_328"
2012,0,5,"SL2013_328"
2013,0,5,"SL2013_328"
2014,0,8,"SL2013_328"
2015,0,5,"SL2013_328"
2016,8,1,"SL2013_328"
2017,73,0,"SL2013_328"
2018,139,2,"SL2013_328"
2000,0,0,"UG2006_9"
2001,0,0,"UG2006_9"
2002,0,0,"UG2006_9"
2003,0,0,"UG2006_9"
2004,0,0,"UG2006_9"
2005,0,0,"UG2006_9"
2006,0,0,"UG2006_9"
2007,0,0,"UG2006_9"
2008,0,0,"UG2006_9"
2009,0,0,"UG2006_9"
2010,0,0,"UG2006_9"
2011,0,8,"UG2006_9"
2012,0,3,"UG2006_9"
2013,0,9,"UG2006_9"
2014,0,3,"UG2006_9"
2015,0,4,"UG2006_9"
2016,17,4,"UG2006_9"
2017,102,1,"UG2006_9"
2018,122,2,"UG2006_9"
2000,0,0,"SL2013_8"
2001,0,0,"SL2013_8"
2002,0,0,"SL2013_8"
2003,0,0,"SL2013_8"
2004,0,0,"SL2013_8"
2005,0,0,"SL2013_8"
2006,0,0,"SL2013_8"
2007,0,0,"SL2013_8"
2008,0,0,"SL2013_8"
2009,0,1,"SL2013_8"
2010,0,9,"SL2013_8"
2011,0,2,"SL2013_8"
2012,0,5,"SL2013_8"
2013,0,3,"SL2013_8"
2014,0,4,"SL2013_8"
2015,0,5,"SL2013_8"
2016,6,0,"SL2013_8"
2017,54,0,"SL2013_8"
2018,96,1,"SL2013_8"
2000,0,0,"ZW2015_118"
2001,0,0,"ZW2015_118"
2002,0,0,"ZW2015_118"
2003,0,0,"ZW2015_118"
2004,0,0,"ZW2015_118"
2005,0,0,"ZW2015_118"
2006,0,0,"ZW2015_118"
2007,0,0,"ZW2015_118"
2008,0,0,"ZW2015_118"
2009,0,0,"ZW2015_118"
2010,0,1,"ZW2015_118"
2011,0,2,"ZW2015_118"
2012,0,9,"ZW2015_118"
2013,0,4,"ZW2015_118"
2014,0,8,"ZW2015_118"
2015,0,7,"ZW2015_118"
2016,30,10,"ZW2015_118"
2017,201,4,"ZW2015_118"
2018,201,4,"ZW2015_118"
2000,0,0,"NG2010_114"
2001,0,0,"NG2010_114"
2002,0,0,"NG2010_114"
2003,0,0,"NG2010_114"
2004,0,0,"NG2010_114"
2005,0,0,"NG2010_114"
2006,0,0,"NG2010_114"
2007,0,0,"NG2010_114"
2008,0,0,"NG2010_114"
2009,0,2,"NG2010_114"
2010,0,4,"NG2010_114"
2011,0,6,"NG2010_114"
2012,0,3,"NG2010_114"
2013,0,26,"NG2010_114"
2014,0,11,"NG2010_114"
2015,0,6,"NG2010_114"
2016,27,2,"NG2010_114"
2017,206,4,"NG2010_114"
2018,229,3,"NG2010_114"
2000,0,0,"BF2010_176"
2001,0,0,"BF2010_176"
2002,0,0,"BF2010_176"
2003,0,0,"BF2010_176"
2004,0,0,"BF2010_176"
2005,0,0,"BF2010_176"
2006,0,0,"BF2010_176"
2007,0,0,"BF2010_176"
2008,0,0,"BF2010_176"
2009,0,2,"BF2010_176"
2010,0,4,"BF2010_176"
2011,0,2,"BF2010_176"
2012,0,1,"BF2010_176"
2013,0,10,"BF2010_176"
2014,0,11,"BF2010_176"
2015,0,14,"BF2010_176"
2016,24,1,"BF2010_176"
2017,177,2,"BF2010_176"
2018,200,3,"BF2010_176"
2000,0,0,"GN1999_2210"
2001,0,0,"GN1999_2210"
2002,0,0,"GN1999_2210"
2003,0,0,"GN1999_2210"
2004,0,0,"GN1999_2210"
2005,0,0,"GN1999_2210"
2006,0,0,"GN1999_2210"
2007,0,0,"GN1999_2210"
2008,0,0,"GN1999_2210"
2009,0,0,"GN1999_2210"
2010,0,4,"GN1999_2210"
2011,0,5,"GN1999_2210"
2012,0,6,"GN1999_2210"
2013,0,9,"GN1999_2210"
2014,0,5,"GN1999_2210"
2015,0,2,"GN1999_2210"
2016,13,5,"GN1999_2210"
2017,114,4,"GN1999_2210"
2018,179,2,"GN1999_2210"
2000,0,0,"NG2010_176"
2001,0,0,"NG2010_176"
2002,0,0,"NG2010_176"
2003,0,0,"NG2010_176"
2004,0,0,"NG2010_176"
2005,0,0,"NG2010_176"
2006,0,0,"NG2010_176"
2007,0,0,"NG2010_176"
2008,0,0,"NG2010_176"
2009,0,3,"NG2010_176"
2010,0,2,"NG2010_176"
2011,0,5,"NG2010_176"
2012,0,2,"NG2010_176"
2013,0,2,"NG2010_176"
2014,0,2,"NG2010_176"
2015,0,9,"NG2010_176"
2016,12,6,"NG2010_176"
2017,55,2,"NG2010_176"
2018,63,1,"NG2010_176"
2000,0,0,"TZ2007_451"
2001,0,0,"TZ2007_451"
2002,0,0,"TZ2007_451"
2003,0,0,"TZ2007_451"
2004,0,0,"TZ2007_451"
2005,0,0,"TZ2007_451"
2006,0,0,"TZ2007_451"
2007,0,0,"TZ2007_451"
2008,0,0,"TZ2007_451"
2009,0,0,"TZ2007_451"
2010,0,0,"TZ2007_451"
2011,0,33,"TZ2007_451"
2012,0,4,"TZ2007_451"
2013,0,17,"TZ2007_451"
2014,0,40,"TZ2007_451"
2015,0,46,"TZ2007_451"
2016,60,13,"TZ2007_451"
2000,0,0,"ET2005_393"
2001,0,0,"ET2005_393"
2002,0,0,"ET2005_393"
2003,0,0,"ET2005_393"
2004,0,0,"ET2005_393"
2005,0,0,"ET2005_393"
2006,0,0,"ET2005_393"
2007,0,0,"ET2005_393"
2008,0,0,"ET2005_393"
2009,0,0,"ET2005_393"
2010,0,9,"ET2005_393"
2011,0,6,"ET2005_393"
2012,0,0,"ET2005_393"
2013,0,4,"ET2005_393"
2014,0,4,"ET2005_393"
2015,0,10,"ET2005_393"
2016,107,20,"ET2005_393"
2000,0,0,"ZW2005_1187"
2001,0,0,"ZW2005_1187"
2002,0,0,"ZW2005_1187"
2003,0,0,"ZW2005_1187"
2004,0,0,"ZW2005_1187"
2005,0,0,"ZW2005_1187"
2006,0,0,"ZW2005_1187"
2007,0,0,"ZW2005_1187"
2008,0,0,"ZW2005_1187"
2009,0,2,"ZW2005_1187"
2010,0,3,"ZW2005_1187"
2011,0,3,"ZW2005_1187"
2012,0,1,"ZW2005_1187"
2013,0,1,"ZW2005_1187"
2014,0,4,"ZW2005_1187"
2015,0,3,"ZW2005_1187"
2016,30,10,"ZW2005_1187"
2017,186,9,"ZW2005_1187"
2000,0,0,"GH2016_157"
2001,0,0,"GH2016_157"
2002,0,0,"GH2016_157"
2003,0,0,"GH2016_157"
2004,0,0,"GH2016_157"
2005,0,0,"GH2016_157"
2006,0,0,"GH2016_157"
2007,0,0,"GH2016_157"
2008,0,0,"GH2016_157"
2009,0,2,"GH2016_157"
2010,0,6,"GH2016_157"
2011,0,9,"GH2016_157"
2012,0,6,"GH2016_157"
2013,0,12,"GH2016_157"
2014,0,23,"GH2016_157"
2015,0,11,"GH2016_157"
2016,29,11,"GH2016_157"
2017,224,6,"GH2016_157"
2000,0,0,"LS2009_9"
2001,0,0,"LS2009_9"
2002,0,0,"LS2009_9"
2003,0,0,"LS2009_9"
2004,0,0,"LS2009_9"
2005,0,0,"LS2009_9"
2006,0,0,"LS2009_9"
2007,0,0,"LS2009_9"
2008,0,0,"LS2009_9"
2009,0,7,"LS2009_9"
2010,0,9,"LS2009_9"
2011,0,3,"LS2009_9"
2012,0,2,"LS2009_9"
2013,0,37,"LS2009_9"
2014,0,32,"LS2009_9"
2015,0,15,"LS2009_9"
2016,61,24,"LS2009_9"
2000,0,0,"ML2012_506"
2001,0,0,"ML2012_506"
2002,0,0,"ML2012_506"
2003,0,0,"ML2012_506"
2004,0,0,"ML2012_506"
2005,0,0,"ML2012_506"
2006,0,0,"ML2012_506"
2007,0,0,"ML2012_506"
2008,0,0,"ML2012_506"
2009,0,3,"ML2012_506"
2010,0,3,"ML2012_506"
2011,0,2,"ML2012_506"
2012,0,6,"ML2012_506"
2013,0,5,"ML2012_506"
2014,0,11,"ML2012_506"
2015,0,6,"ML2012_506"
2016,26,4,"ML2012_506"
2017,163,9,"ML2012_506"
2000,0,0,"ET2005_130"
2001,0,0,"ET2005_130"
2002,0,0,"ET2005_130"
2003,0,0,"ET2005_130"
2004,0,0,"ET2005_130"
2005,0,0,"ET2005_130"
2006,0,0,"ET2005_130"
2007,0,0,"ET2005_130"
2008,0,0,"ET2005_130"
2009,0,0,"ET2005_130"
2010,0,4,"ET2005_130"
2011,0,3,"ET2005_130"
2012,0,1,"ET2005_130"
2013,0,3,"ET2005_130"
2014,0,2,"ET2005_130"
2015,0,7,"ET2005_130"
2016,26,6,"ET2005_130"
2017,130,0,"ET2005_130"
2018,128,2,"ET2005_130"
2000,0,0,"TG2013_143"
2001,0,0,"TG2013_143"
2002,0,0,"TG2013_143"
2003,0,0,"TG2013_143"
2004,0,0,"TG2013_143"
2005,0,0,"TG2013_143"
2006,0,0,"TG2013_143"
2007,0,0,"TG2013_143"
2008,0,0,"TG2013_143"
2009,0,4,"TG2013_143"
2010,0,12,"TG2013_143"
2011,0,6,"TG2013_143"
2012,0,0,"TG2013_143"
2013,0,14,"TG2013_143"
2014,0,10,"TG2013_143"
2015,0,7,"TG2013_143"
2016,24,8,"TG2013_143"
2017,161,3,"TG2013_143"
2000,0,0,"CM2011_200"
2001,0,0,"CM2011_200"
2002,0,0,"CM2011_200"
2003,0,0,"CM2011_200"
2004,0,0,"CM2011_200"
2005,0,0,"CM2011_200"
2006,0,0,"CM2011_200"
2007,0,0,"CM2011_200"
2008,0,0,"CM2011_200"
2009,0,1,"CM2011_200"
2010,0,3,"CM2011_200"
2011,0,6,"CM2011_200"
2012,0,3,"CM2011_200"
2013,0,5,"CM2011_200"
2014,0,3,"CM2011_200"
2015,0,4,"CM2011_200"
2016,18,1,"CM2011_200"
2017,39,0,"CM2011_200"
2018,63,1,"CM2011_200"
2000,0,0,"BF2014_16"
2001,0,0,"BF2014_16"
2002,0,0,"BF2014_16"
2003,0,0,"BF2014_16"
2004,0,0,"BF2014_16"
2005,0,0,"BF2014_16"
2006,0,0,"BF2014_16"
2007,0,0,"BF2014_16"
2008,0,0,"BF2014_16"
2009,0,0,"BF2014_16"
2010,0,8,"BF2014_16"
2011,0,0,"BF2014_16"
2012,0,6,"BF2014_16"
2013,0,8,"BF2014_16"
2014,0,12,"BF2014_16"
2015,1,2,"BF2014_16"
2016,38,7,"BF2014_16"
2017,216,0,"BF2014_16"
2000,0,0,"NG2008_587"
2001,0,0,"NG2008_587"
2002,0,0,"NG2008_587"
2003,0,0,"NG2008_587"
2004,0,0,"NG2008_587"
2005,0,0,"NG2008_587"
2006,0,0,"NG2008_587"
2007,0,0,"NG2008_587"
2008,0,0,"NG2008_587"
2009,0,2,"NG2008_587"
2010,0,6,"NG2008_587"
2011,0,9,"NG2008_587"
2012,0,16,"NG2008_587"
2013,0,11,"NG2008_587"
2014,0,12,"NG2008_587"
2015,0,5,"NG2008_587"
2016,26,6,"NG2008_587"
2017,107,8,"NG2008_587"
2018,173,6,"NG2008_587"
2000,0,0,"CM2011_490"
2001,0,0,"CM2011_490"
2002,0,0,"CM2011_490"
2003,0,0,"CM2011_490"
2004,0,0,"CM2011_490"
2005,0,0,"CM2011_490"
2006,0,0,"CM2011_490"
2007,0,0,"CM2011_490"
2008,0,0,"CM2011_490"
2009,0,2,"CM2011_490"
2010,0,0,"CM2011_490"
2011,0,5,"CM2011_490"
2012,0,1,"CM2011_490"
2013,0,3,"CM2011_490"
2014,0,3,"CM2011_490"
2015,0,3,"CM2011_490"
2016,7,5,"CM2011_490"
2017,27,2,"CM2011_490"
2018,67,1,"CM2011_490"
2000,0,0,"MW2010_799"
2001,0,0,"MW2010_799"
2002,0,0,"MW2010_799"
2003,0,0,"MW2010_799"
2004,0,0,"MW2010_799"
2005,0,0,"MW2010_799"
2006,0,0,"MW2010_799"
2007,0,0,"MW2010_799"
2008,0,0,"MW2010_799"
2009,0,8,"MW2010_799"
2010,0,10,"MW2010_799"
2011,0,4,"MW2010_799"
2012,0,0,"MW2010_799"
2013,0,4,"MW2010_799"
2014,0,12,"MW2010_799"
2015,0,18,"MW2010_799"
2016,46,11,"MW2010_799"
2000,0,0,"CF1994_613"
2001,0,0,"CF1994_613"
2002,0,0,"CF1994_613"
2003,0,0,"CF1994_613"
2004,0,0,"CF1994_613"
2005,0,0,"CF1994_613"
2006,0,0,"CF1994_613"
2007,0,0,"CF1994_613"
2008,0,0,"CF1994_613"
2009,0,3,"CF1994_613"
2010,0,2,"CF1994_613"
2011,0,4,"CF1994_613"
2012,0,4,"CF1994_613"
2013,0,14,"CF1994_613"
2014,0,9,"CF1994_613"
2015,0,11,"CF1994_613"
2016,14,5,"CF1994_613"
2017,118,8,"CF1994_613"
2018,180,3,"CF1994_613"
2000,0,0,"KE2003_254"
2001,0,0,"KE2003_254"
2002,0,0,"KE2003_254"
2003,0,0,"KE2003_254"
2004,0,0,"KE2003_254"
2005,0,0,"KE2003_254"
2006,0,0,"KE2003_254"
2007,0,0,"KE2003_254"
2008,0,0,"KE2003_254"
2009,0,1,"KE2003_254"
2010,0,2,"KE2003_254"
2011,0,2,"KE2003_254"
2012,0,4,"KE2003_254"
2013,0,7,"KE2003_254"
2014,0,10,"KE2003_254"
2015,0,10,"KE2003_254"
2016,32,8,"KE2003_254"
2017,164,9,"KE2003_254"
2018,162,0,"KE2003_254"
2000,0,0,"BJ2012_577"
2001,0,0,"BJ2012_577"
2002,0,0,"BJ2012_577"
2003,0,0,"BJ2012_577"
2004,0,0,"BJ2012_577"
2005,0,0,"BJ2012_577"
2006,0,0,"BJ2012_577"
2007,0,0,"BJ2012_577"
2008,0,0,"BJ2012_577"
2009,0,0,"BJ2012_577"
2010,0,6,"BJ2012_577"
2011,0,3,"BJ2012_577"
2012,0,5,"BJ2012_577"
2013,0,3,"BJ2012_577"
2014,0,4,"BJ2012_577"
2015,0,2,"BJ2012_577"
2016,10,2,"BJ2012_577"
2017,60,1,"BJ2012_577"
2018,88,1,"BJ2012_577"
2000,0,0,"GN2012_143"
2001,0,0,"GN2012_143"
2002,0,0,"GN2012_143"
2003,0,0,"GN2012_143"
2004,0,0,"GN2012_143"
2005,0,0,"GN2012_143"
2006,0,0,"GN2012_143"
2007,0,0,"GN2012_143"
2008,0,0,"GN2012_143"
2009,0,2,"GN2012_143"
2010,0,3,"GN2012_143"
2011,0,2,"GN2012_143"
2012,0,5,"GN2012_143"
2013,0,6,"GN2012_143"
2014,0,6,"GN2012_143"
2015,0,2,"GN2012_143"
2016,15,4,"GN2012_143"
2017,118,3,"GN2012_143"
2018,191,0,"GN2012_143"
2000,0,0,"TG2013_2"
2001,0,0,"TG2013_2"
2002,0,0,"TG2013_2"
2003,0,0,"TG2013_2"
2004,0,0,"TG2013_2"
2005,0,0,"TG2013_2"
2006,0,0,"TG2013_2"
2007,0,0,"TG2013_2"
2008,0,0,"TG2013_2"
2009,0,2,"TG2013_2"
2010,0,5,"TG2013_2"
2011,0,3,"TG2013_2"
2012,0,0,"TG2013_2"
2013,0,8,"TG2013_2"
2014,0,5,"TG2013_2"
2015,0,4,"TG2013_2"
2016,11,6,"TG2013_2"
2017,96,3,"TG2013_2"
2018,119,1,"TG2013_2"
2000,0,0,"AO2015_207"
2001,0,0,"AO2015_207"
2002,0,0,"AO2015_207"
2003,0,0,"AO2015_207"
2004,0,0,"AO2015_207"
2005,0,0,"AO2015_207"
2006,0,0,"AO2015_207"
2007,0,0,"AO2015_207"
2008,0,0,"AO2015_207"
2009,0,0,"AO2015_207"
2010,0,2,"AO2015_207"
2011,0,0,"AO2015_207"
2012,0,7,"AO2015_207"
2013,0,0,"AO2015_207"
2014,0,8,"AO2015_207"
2015,0,7,"AO2015_207"
2016,43,3,"AO2015_207"
2017,246,0,"AO2015_207"
2000,0,0,"SN2012_31"
2001,0,0,"SN2012_31"
2002,0,0,"SN2012_31"
2003,0,0,"SN2012_31"
2004,0,0,"SN2012_31"
2005,0,0,"SN2012_31"
2006,0,0,"SN2012_31"
2007,0,0,"SN2012_31"
2008,0,0,"SN2012_31"
2009,0,0,"SN2012_31"
2010,0,8,"SN2012_31"
2011,0,6,"SN2012_31"
2012,0,12,"SN2012_31"
2013,0,20,"SN2012_31"
2014,0,18,"SN2012_31"
2015,2,27,"SN2012_31"
2016,35,24,"SN2012_31"
2017,237,25,"SN2012_31"
2000,0,0,"AO2015_87"
2001,0,0,"AO2015_87"
2002,0,0,"AO2015_87"
2003,0,0,"AO2015_87"
2004,0,0,"AO2015_87"
2005,0,0,"AO2015_87"
2006,0,0,"AO2015_87"
2007,0,0,"AO2015_87"
2008,0,0,"AO2015_87"
2009,0,0,"AO2015_87"
2010,0,4,"AO2015_87"
2011,0,2,"AO2015_87"
2012,0,8,"AO2015_87"
2013,0,6,"AO2015_87"
2014,0,23,"AO2015_87"
2015,0,3,"AO2015_87"
2016,28,2,"AO2015_87"
2000,0,0,"KE2014_104"
2001,0,0,"KE2014_104"
2002,0,0,"KE2014_104"
2003,0,0,"KE2014_104"
2004,0,0,"KE2014_104"
2005,0,0,"KE2014_104"
2006,0,0,"KE2014_104"
2007,0,0,"KE2014_104"
2008,0,0,"KE2014_104"
2009,0,0,"KE2014_104"
2010,0,1,"KE2014_104"
2011,0,3,"KE2014_104"
2012,0,3,"KE2014_104"
2013,0,8,"KE2014_104"
2014,0,8,"KE2014_104"
2015,0,4,"KE2014_104"
2016,12,5,"KE2014_104"
2017,90,4,"KE2014_104"
2018,103,2,"KE2014_104"
2000,0,0,"AO2015_459"
2001,0,0,"AO2015_459"
2002,0,0,"AO2015_459"
2003,0,0,"AO2015_459"
2004,0,0,"AO2015_459"
2005,0,0,"AO2015_459"
2006,0,0,"AO2015_459"
2007,0,0,"AO2015_459"
2008,0,0,"AO2015_459"
