"system.index","LONGNUM","cluster_id","num_l5","num_l7","num_l8","num_modis","num_s1","num_s2",".geo","year"
410,-3.11285052,"ML2006_143",0,18,0,40,0,0,"{""type"":""Point"",""coordinates"":[-3.1128505,16.6016977]}",2000
36,-1.34641258,"ML2006_128",0,9,0,40,0,0,"{""type"":""Point"",""coordinates"":[-1.3464126,16.3578571]}",2000
397,-1.465167,"BF2014_82",0,12,0,40,0,0,"{""type"":""Point"",""coordinates"":[-1.465167,13.563943]}",2000
24,-0.920185,"BF2014_224",0,12,0,40,0,0,"{""type"":""Point"",""coordinates"":[-0.920185,14.269918]}",2000
398,-0.391794466117,"BF1998_160",0,12,0,40,0,0,"{""type"":""Point"",""coordinates"":[-0.3917945,13.1839247]}",2000
104,-1.064123,"BF2010_176",0,12,0,40,0,0,"{""type"":""Point"",""coordinates"":[-1.064123,13.098312]}",2000
328,-1.109934,"BF2014_206",0,12,0,40,0,0,"{""type"":""Point"",""coordinates"":[-1.109934,12.357231]}",2000
385,-0.576115567899,"BF1998_71",0,21,0,40,0,0,"{""type"":""Point"",""coordinates"":[-0.5761156,12.2780328]}",2000
500,-0.862065,"BF2010_14",0,17,0,40,0,0,"{""type"":""Point"",""coordinates"":[-0.862065,11.003476]}",2000
430,-1.089189,"GH2014_318",0,17,0,40,0,0,"{""type"":""Point"",""coordinates"":[-1.089189,10.900289]}",2000
492,-1.205698,"BF2010_273",0,17,0,40,0,0,"{""type"":""Point"",""coordinates"":[-1.205698,11.536316]}",2000
74,-1.71909510031,"BF1998_19",0,12,0,40,0,0,"{""type"":""Point"",""coordinates"":[-1.7190951,12.4233211]}",2000
195,-1.344461,"BF2014_93",0,12,0,40,0,0,"{""type"":""Point"",""coordinates"":[-1.344461,13.093998]}",2000
311,-3.430294,"ML2012_243",0,8,0,40,0,0,"{""type"":""Point"",""coordinates"":[-3.430294,13.509699]}",2000
213,-2.882381,"GH2016_199",0,20,0,40,0,0,"{""type"":""Point"",""coordinates"":[-2.882381,10.640043]}",2000
371,-4.051348,"BF2010_387",0,15,0,40,0,0,"{""type"":""Point"",""coordinates"":[-4.051348,11.867146]}",2000
115,-4.306393,"BF2014_16",0,8,0,40,0,0,"{""type"":""Point"",""coordinates"":[-4.306393,11.755858]}",2000
156,-5.026302,"BF2014_170",0,8,0,40,0,0,"{""type"":""Point"",""coordinates"":[-5.026302,11.533419]}",2000
382,-4.45731877007,"BF1998_65",0,8,0,40,0,0,"{""type"":""Point"",""coordinates"":[-4.4573188,11.319183]}",2000
270,-3.872171,"BF2010_358",0,18,0,40,0,0,"{""type"":""Point"",""coordinates"":[-3.872171,12.725299]}",2000
198,-4.12025462,"ML2006_305",0,5,0,40,0,0,"{""type"":""Point"",""coordinates"":[-4.1202546,15.5514267]}",2000
224,-7.77998017,"ML2006_27",0,15,0,40,0,0,"{""type"":""Point"",""coordinates"":[-7.7799802,13.6575196]}",2000
197,-6.72729,"ML2015_94",0,21,0,40,0,0,"{""type"":""Point"",""coordinates"":[-6.72729,13.57081]}",2000
383,-6.098539,"ML2012_352",0,11,0,40,0,0,"{""type"":""Point"",""coordinates"":[-6.098539,13.90301]}",2000
416,-5.321912,"ML1995_163",0,14,0,40,0,0,"{""type"":""Point"",""coordinates"":[-5.321912,14.00549]}",2000
431,-5.288793,"ML2012_49",0,29,0,40,0,0,"{""type"":""Point"",""coordinates"":[-5.288793,13.569082]}",2000
59,-7.414017,"ML2012_30",0,22,0,40,0,0,"{""type"":""Point"",""coordinates"":[-7.414017,10.649234]}",2000
96,-7.476488,"ML2012_151",0,7,0,40,0,0,"{""type"":""Point"",""coordinates"":[-7.476488,11.442461]}",2000
463,-8.076229,"ML1995_47",0,8,0,40,0,0,"{""type"":""Point"",""coordinates"":[-8.076229,12.758467]}",2000
261,-8.00532726,"ML2006_302",0,8,0,40,0,0,"{""type"":""Point"",""coordinates"":[-8.0053273,12.6056416]}",2000
317,-8.031674,"ML1995_281",0,8,0,40,0,0,"{""type"":""Point"",""coordinates"":[-8.031674,12.636183]}",2000
315,-8.0417,"ML2015_163",0,8,0,40,0,0,"{""type"":""Point"",""coordinates"":[-8.0417,12.625701]}",2000
13,-7.961169,"ML2012_506",0,8,0,40,0,0,"{""type"":""Point"",""coordinates"":[-7.961169,12.667974]}",2000
453,-7.971471,"ML1995_297",0,8,0,40,0,0,"{""type"":""Point"",""coordinates"":[-7.971471,12.618959]}",2000
259,-7.98779886,"ML2006_103",0,8,0,40,0,0,"{""type"":""Point"",""coordinates"":[-7.9877989,12.5574859]}",2000
308,-7.921712,"ML2015_179",0,8,0,40,0,0,"{""type"":""Point"",""coordinates"":[-7.921712,12.524674]}",2000
360,-7.881916,"ML2012_487",0,8,0,40,0,0,"{""type"":""Point"",""coordinates"":[-7.881916,12.682375]}",2000
82,-9.335706,"GN2012_16",0,7,0,40,0,0,"{""type"":""Point"",""coordinates"":[-9.335706,11.592075]}",2000
99,-9.50153,"ML2012_310",0,5,0,40,0,0,"{""type"":""Point"",""coordinates"":[-9.50153,14.189617]}",2000
294,-8.640342,"ML2012_336",0,5,0,40,0,0,"{""type"":""Point"",""coordinates"":[-8.640342,14.518869]}",2000
201,-13.970019,"SN2010_153",0,16,0,40,0,0,"{""type"":""Point"",""coordinates"":[-13.970019,16.154526]}",2000
441,-15.505856,"SN2008_212",0,20,0,40,0,0,"{""type"":""Point"",""coordinates"":[-15.505856,16.514597]}",2000
333,-16.836199,"SN2008_282",0,9,0,40,0,0,"{""type"":""Point"",""coordinates"":[-16.836199,14.255338]}",2000
489,-15.545484,"SN2008_142",0,6,0,40,0,0,"{""type"":""Point"",""coordinates"":[-15.545484,12.616036]}",2000
174,-15.991044,"SN2010_271",0,6,0,40,0,0,"{""type"":""Point"",""coordinates"":[-15.991044,12.958425]}",2000
190,-15.893775741,"SN2012_76",0,12,0,40,0,0,"{""type"":""Point"",""coordinates"":[-15.8937757,13.7283911]}",2000
228,-15.124461,"SN2010_277",0,6,0,40,0,0,"{""type"":""Point"",""coordinates"":[-15.124461,13.519902]}",2000
498,-15.474638507,"SN2012_57",0,6,0,40,0,0,"{""type"":""Point"",""coordinates"":[-15.4746385,13.9505648]}",2000
266,-16.073289,"SN2008_104",0,15,0,40,0,0,"{""type"":""Point"",""coordinates"":[-16.073289,14.151988]}",2000
415,-16.22643,"SN2008_62",0,9,0,40,0,0,"{""type"":""Point"",""coordinates"":[-16.22643,13.910567]}",2000
124,-15.890610618,"SN2012_31",0,15,0,40,0,0,"{""type"":""Point"",""coordinates"":[-15.8906106,14.8630727]}",2000
89,-16.267639,"SN2010_196",0,7,0,40,0,0,"{""type"":""Point"",""coordinates"":[-16.267639,15.794883]}",2000
181,-13.682354,"SN2008_276",0,22,0,40,0,0,"{""type"":""Point"",""coordinates"":[-13.682354,13.77045]}",2000
470,-10.767665,"ML1995_40",0,6,0,40,0,0,"{""type"":""Point"",""coordinates"":[-10.767665,15.0764]}",2000
380,-11.45035,"ML2012_538",0,5,0,40,0,0,"{""type"":""Point"",""coordinates"":[-11.45035,14.436166]}",2000
80,-13.49135172,"GN1999_2203",0,9,0,40,0,0,"{""type"":""Point"",""coordinates"":[-13.4913517,12.4099411]}",2000
105,-12.70430924,"GN1999_2210",0,4,0,40,0,0,"{""type"":""Point"",""coordinates"":[-12.7043092,11.9716894]}",2000
207,-12.29185028,"GN1999_2103",0,4,0,40,0,0,"{""type"":""Point"",""coordinates"":[-12.2918503,11.3138011]}",2000
14,-12.431826,"GN2012_143",0,4,0,40,0,0,"{""type"":""Point"",""coordinates"":[-12.431826,10.943312]}",2000
45,-12.18437305,"GN1999_2250",0,11,0,40,0,0,"{""type"":""Point"",""coordinates"":[-12.184373,10.7592451]}",2000
301,-11.93193261,"GN1999_2249",0,4,0,40,0,0,"{""type"":""Point"",""coordinates"":[-11.9319326,10.8063547]}",2000
215,-10.72056164,"GN1999_3208",0,5,0,40,0,0,"{""type"":""Point"",""coordinates"":[-10.7205616,11.6971419]}",2000
497,-11.03518337,"GN1999_3213",0,9,0,40,0,0,"{""type"":""Point"",""coordinates"":[-11.0351834,10.9148393]}",2000
472,-11.545935,"SL2013_410",0,4,0,40,0,0,"{""type"":""Point"",""coordinates"":[-11.545935,9.585055]}",2000
2,-11.875987,"SL2013_328",0,4,0,40,0,0,"{""type"":""Point"",""coordinates"":[-11.875987,9.844865]}",2000
466,-12.359213,"SL2013_224",0,6,0,40,0,0,"{""type"":""Point"",""coordinates"":[-12.359213,9.129764]}",2000
293,-12.74306,"SL2008_333",0,3,0,40,0,0,"{""type"":""Point"",""coordinates"":[-12.74306,8.75593]}",2000
15,-12.726261,"SL2013_80",0,3,0,40,0,0,"{""type"":""Point"",""coordinates"":[-12.726261,8.830944]}",2000
361,-13.05169,"SL2008_329",0,3,0,40,0,0,"{""type"":""Point"",""coordinates"":[-13.05169,8.35238]}",2000
145,-12.362747,"SL2013_368",0,1,0,40,0,0,"{""type"":""Point"",""coordinates"":[-12.362747,7.861057]}",2000
253,-11.40677,"SL2008_12",0,1,0,40,0,0,"{""type"":""Point"",""coordinates"":[-11.40677,7.75724]}",2000
256,-11.71092,"SL2013_360",0,3,0,40,0,0,"{""type"":""Point"",""coordinates"":[-11.71092,8.858152]}",2000
392,-11.28759,"SL2008_207",0,3,0,40,0,0,"{""type"":""Point"",""coordinates"":[-11.28759,8.1329]}",2000
12,-12.460452,"SL2013_8",0,1,0,40,0,0,"{""type"":""Point"",""coordinates"":[-12.460452,7.536833]}",2000
283,-13.927731,"GN2012_295",0,6,0,40,0,0,"{""type"":""Point"",""coordinates"":[-13.927731,10.133877]}",2000
149,-7.361569,"CI2012_159",0,3,0,40,0,0,"{""type"":""Point"",""coordinates"":[-7.361569,4.4123]}",2000
8,-9.45700787,"GN1999_4108",0,6,0,40,0,0,"{""type"":""Point"",""coordinates"":[-9.4570079,8.5538641]}",2000
41,-10.30026,"SL2008_132",0,2,0,40,0,0,"{""type"":""Point"",""coordinates"":[-10.30026,8.36924]}",2000
97,-10.39138,"SL2008_3",0,2,0,40,0,0,"{""type"":""Point"",""coordinates"":[-10.39138,8.4034]}",2000
154,-9.30378903,"GN1999_3107",0,4,0,40,0,0,"{""type"":""Point"",""coordinates"":[-9.303789,10.3758077]}",2000
426,-5.83636,"CI1998_242",0,5,0,40,0,0,"{""type"":""Point"",""coordinates"":[-5.83636,8.610527]}",2000
414,-7.54746,"CI2012_28",0,2,0,40,0,0,"{""type"":""Point"",""coordinates"":[-7.54746,7.670873]}",2000
341,-7.486864,"CI2012_40",0,3,0,40,0,0,"{""type"":""Point"",""coordinates"":[-7.486864,6.544823]}",2000
473,-6.171599,"CI2012_289",0,0,0,40,0,0,"{""type"":""Point"",""coordinates"":[-6.171599,6.222643]}",2000
76,-5.955541,"CI1998_89",0,0,0,40,0,0,"{""type"":""Point"",""coordinates"":[-5.955541,6.131916]}",2000
320,-4.078818,"CI1998_47",0,3,0,40,0,0,"{""type"":""Point"",""coordinates"":[-4.078818,5.316525]}",2000
208,-4.0341,"CI1998_16",0,3,0,40,0,0,"{""type"":""Point"",""coordinates"":[-4.0341,5.340402]}",2000
241,-4.00204,"CI2012_142",0,3,0,40,0,0,"{""type"":""Point"",""coordinates"":[-4.00204,5.365173]}",2000
429,-2.80999,"GH2014_66",0,1,0,40,0,0,"{""type"":""Point"",""coordinates"":[-2.80999,5.834936]}",2000
289,-3.492422,"CI2012_183",0,2,0,40,0,0,"{""type"":""Point"",""coordinates"":[-3.492422,6.728799]}",2000
446,-3.456717,"CI2012_65",0,2,0,40,0,0,"{""type"":""Point"",""coordinates"":[-3.456717,6.903736]}",2000
216,-4.791334,"BF2010_532",0,7,0,40,0,0,"{""type"":""Point"",""coordinates"":[-4.791334,10.464185]}",2000
493,-1.558781,"GH2008_350",0,7,0,40,0,0,"{""type"":""Point"",""coordinates"":[-1.558781,10.268932]}",2000
285,-0.870368,"GH2014_414",0,16,0,40,0,0,"{""type"":""Point"",""coordinates"":[-0.870368,9.449875]}",2000
134,-1.03552893,"GH1998_259",0,4,0,40,0,0,"{""type"":""Point"",""coordinates"":[-1.0355289,6.614244]}",2000
433,-0.952127,"GH2014_423",0,4,0,40,0,0,"{""type"":""Point"",""coordinates"":[-0.952127,6.493993]}",2000
368,-1.62586068,"GH1998_225",0,4,0,40,0,0,"{""type"":""Point"",""coordinates"":[-1.6258607,6.619428]}",2000
428,-1.617852,"GH2014_256",0,4,0,40,0,0,"{""type"":""Point"",""coordinates"":[-1.617852,6.603497]}",2000
170,-1.56955044,"GH1998_270",0,4,0,40,0,0,"{""type"":""Point"",""coordinates"":[-1.5695504,6.6880413]}",2000
302,-1.617306,"GH2014_421",0,4,0,40,0,0,"{""type"":""Point"",""coordinates"":[-1.617306,6.699837]}",2000
295,-1.35049951,"GH1998_227",0,4,0,40,0,0,"{""type"":""Point"",""coordinates"":[-1.3504995,6.5906555]}",2000
296,-1.791241,"GH2014_226",0,0,0,40,0,0,"{""type"":""Point"",""coordinates"":[-1.791241,5.964443]}",2000
81,-0.815987,"GH2014_56",0,1,0,40,0,0,"{""type"":""Point"",""coordinates"":[-0.815987,5.300916]}",2000
212,-0.78185666,"GH1998_148",0,1,0,40,0,0,"{""type"":""Point"",""coordinates"":[-0.7818567,6.2141168]}",2000
272,-0.36003069215,"GH1998_82",0,1,0,40,0,0,"{""type"":""Point"",""coordinates"":[-0.3600307,5.7306302]}",2000
418,-0.260727,"GH2014_201",0,1,0,40,0,0,"{""type"":""Point"",""coordinates"":[-0.260727,6.091042]}",2000
366,-0.22848465,"GH1998_134",0,1,0,40,0,0,"{""type"":""Point"",""coordinates"":[-0.2284846,6.034028]}",2000
448,-0.1754239,"GH1998_83",0,1,0,40,0,0,"{""type"":""Point"",""coordinates"":[-0.1754239,5.6297304]}",2000
220,-1.76256008,"GH1998_16",0,1,0,40,0,0,"{""type"":""Point"",""coordinates"":[-1.7625601,4.9021032]}",2000
305,0.364739,"GH2014_228",0,1,0,40,0,0,"{""type"":""Point"",""coordinates"":[0.364739,5.844177]}",2000
376,0.483915,"GH2008_133",0,1,0,40,0,0,"{""type"":""Point"",""coordinates"":[0.483915,5.866324]}",2000
313,0.629224,"GH2008_144",0,1,0,40,0,0,"{""type"":""Point"",""coordinates"":[0.629224,6.000394]}",2000
71,2.4289624399,"BJ2012_444",0,7,0,40,0,0,"{""type"":""Point"",""coordinates"":[2.4289624,6.3891043]}",2000
148,2.38932668927,"BJ2012_452",0,7,0,40,0,0,"{""type"":""Point"",""coordinates"":[2.3893267,6.3841944]}",2000
165,2.35354834126,"BJ2012_109",0,7,0,40,0,0,"{""type"":""Point"",""coordinates"":[2.3535483,6.3945245]}",2000
113,1.245042,"TG2013_143",0,3,0,40,0,0,"{""type"":""Point"",""coordinates"":[1.245042,6.181909]}",2000
122,1.377195,"TG2013_2",0,3,0,40,0,0,"{""type"":""Point"",""coordinates"":[1.377195,6.190756]}",2000
405,1.223989,"TG2013_196",0,3,0,40,0,0,"{""type"":""Point"",""coordinates"":[1.223989,6.432591]}",2000
37,2.18893285985,"BJ2012_186",0,3,0,40,0,0,"{""type"":""Point"",""coordinates"":[2.1889329,6.5743383]}",2000
408,1.94228896358,"BJ2012_686",0,3,0,40,0,0,"{""type"":""Point"",""coordinates"":[1.942289,7.1275478]}",2000
404,1.211651,"TG2013_316",0,6,0,40,0,0,"{""type"":""Point"",""coordinates"":[1.211651,7.725406]}",2000
440,0.607451,"TG2013_28",0,3,0,40,0,0,"{""type"":""Point"",""coordinates"":[0.607451,7.592824]}",2000
326,0.833666,"TG2013_269",0,3,0,40,0,0,"{""type"":""Point"",""coordinates"":[0.833666,7.58865]}",2000
265,0.484457,"GH2014_410",0,3,0,40,0,0,"{""type"":""Point"",""coordinates"":[0.484457,7.150478]}",2000
185,0.386324,"GH2008_163",0,3,0,40,0,0,"{""type"":""Point"",""coordinates"":[0.386324,7.557371]}",2000
110,0.069362,"GH2016_157",0,5,0,40,0,0,"{""type"":""Point"",""coordinates"":[0.069362,8.850868]}",2000
169,1.71773826728,"BJ2012_66",0,14,0,40,0,0,"{""type"":""Point"",""coordinates"":[1.7177383,10.5493085]}",2000
323,2.0043314511,"BJ2012_87",0,7,0,40,0,0,"{""type"":""Point"",""coordinates"":[2.0043315,10.2215912]}",2000
183,1.96215920996,"BJ2012_308",0,7,0,40,0,0,"{""type"":""Point"",""coordinates"":[1.9621592,7.9375104]}",2000
92,2.17874499091,"BJ2012_267",0,3,0,40,0,0,"{""type"":""Point"",""coordinates"":[2.178745,7.8059646]}",2000
435,3.60231066858,"NG2003_271",0,4,0,40,0,0,"{""type"":""Point"",""coordinates"":[3.6023107,7.9810116]}",2000
389,3.603125,"NG2013_902",0,3,0,40,0,0,"{""type"":""Point"",""coordinates"":[3.603125,8.765458]}",2000
121,2.6802472756,"BJ2012_577",0,2,0,40,0,0,"{""type"":""Point"",""coordinates"":[2.6802473,6.5432119]}",2000
501,2.67104193758,"BJ2012_546",0,2,0,40,0,0,"{""type"":""Point"",""coordinates"":[2.6710419,6.4913481]}",2000
247,3.212518,"NG2013_801",0,2,0,40,0,0,"{""type"":""Point"",""coordinates"":[3.212518,6.452499]}",2000
482,3.35599,"NG2015_318",0,2,0,40,0,0,"{""type"":""Point"",""coordinates"":[3.35599,6.469069]}",2000
276,3.32147458959,"NG2003_248",0,2,0,40,0,0,"{""type"":""Point"",""coordinates"":[3.3214746,6.4859066]}",2000
403,3.26378,"NG2008_836",0,2,0,40,0,0,"{""type"":""Point"",""coordinates"":[3.26378,6.54447]}",2000
468,5.49861,"NG2008_832",0,3,0,40,0,0,"{""type"":""Point"",""coordinates"":[5.49861,5.90738]}",2000
274,7.301888,"NG2008_720",0,4,0,40,0,0,"{""type"":""Point"",""coordinates"":[7.301888,5.16233]}",2000
386,7.295176,"NG2013_584",0,2,0,40,0,0,"{""type"":""Point"",""coordinates"":[7.295176,5.652176]}",2000
222,7.374866,"NG2013_591",0,2,0,40,0,0,"{""type"":""Point"",""coordinates"":[7.374866,5.528416]}",2000
53,7.740757,"NG2013_555",0,2,0,40,0,0,"{""type"":""Point"",""coordinates"":[7.740757,6.224367]}",2000
116,6.61856,"NG2008_587",0,0,0,40,0,0,"{""type"":""Point"",""coordinates"":[6.61856,6.74904]}",2000
364,7.17374,"NG2008_633",0,2,0,40,0,0,"{""type"":""Point"",""coordinates"":[7.17374,6.38764]}",2000
321,6.648608,"NG2013_712",0,0,0,40,0,0,"{""type"":""Point"",""coordinates"":[6.648608,7.112295]}",2000
363,6.732921,"NG2010_16",0,0,0,40,0,0,"{""type"":""Point"",""coordinates"":[6.732921,7.807597]}",2000
484,9.19922,"NG2008_375",0,6,0,40,0,0,"{""type"":""Point"",""coordinates"":[9.19922,9.08407]}",2000
327,9.4941,"NG2008_379",0,2,0,40,0,0,"{""type"":""Point"",""coordinates"":[9.4941,9.29725]}",2000
72,10.40116,"CM2011_99",0,10,0,40,0,0,"{""type"":""Point"",""coordinates"":[10.40116,6.498947]}",2000
260,9.52703,"NG2008_423",0,2,0,40,0,0,"{""type"":""Point"",""coordinates"":[9.52703,6.98875]}",2000
465,9.24716167803,"NG2003_11",0,2,0,40,0,0,"{""type"":""Point"",""coordinates"":[9.2471617,6.9039137]}",2000
375,8.070874,"NG2010_138",0,2,0,40,0,0,"{""type"":""Point"",""coordinates"":[8.070874,6.005484]}",2000
106,8.1091,"NG2010_176",0,2,0,40,0,0,"{""type"":""Point"",""coordinates"":[8.1091,5.935648]}",2000
232,10.422458,"CM2011_425",0,4,0,40,0,0,"{""type"":""Point"",""coordinates"":[10.422458,5.483783]}",2000
114,9.741623,"CM2011_200",0,1,0,40,0,0,"{""type"":""Point"",""coordinates"":[9.741623,4.030951]}",2000
218,9.76058818,"CM2004_150",0,1,0,40,0,0,"{""type"":""Point"",""coordinates"":[9.7605882,4.057665]}",2000
43,9.698215,"CM2011_558",0,1,0,40,0,0,"{""type"":""Point"",""coordinates"":[9.698215,4.018133]}",2000
101,10.14392723,"CM2004_217",0,0,0,40,0,0,"{""type"":""Point"",""coordinates"":[10.1439272,3.7951012]}",2000
141,7.58635,"NG2008_698",0,4,0,40,0,0,"{""type"":""Point"",""coordinates"":[7.58635,4.97516]}",2000
243,7.15684808418,"NG2003_341",0,2,0,40,0,0,"{""type"":""Point"",""coordinates"":[7.1568481,4.3997305]}",2000
304,6.46273089776,"NG2003_313",0,0,0,40,0,0,"{""type"":""Point"",""coordinates"":[6.4627309,4.5038929]}",2000
396,11.993297,"CM2011_545",0,0,0,40,0,0,"{""type"":""Point"",""coordinates"":[11.993297,2.933218]}",2000
20,11.41817815,"CM2004_93",0,1,0,40,0,0,"{""type"":""Point"",""coordinates"":[11.4181781,4.3608954]}",2000
488,11.526195,"CM2011_517",0,1,0,40,0,0,"{""type"":""Point"",""coordinates"":[11.526195,3.884374]}",2000
290,11.511872,"CM2011_432",0,1,0,40,0,0,"{""type"":""Point"",""coordinates"":[11.511872,3.915387]}",2000
483,12.814922,"CM2011_392",0,4,0,40,0,0,"{""type"":""Point"",""coordinates"":[12.814922,4.138948]}",2000
69,12.99528862,"CM2004_85",0,4,0,40,0,0,"{""type"":""Point"",""coordinates"":[12.9952886,3.6285126]}",2000
117,14.001411,"CM2011_490",0,5,0,40,0,0,"{""type"":""Point"",""coordinates"":[14.001411,2.925841]}",2000
140,14.50447001,"CM2004_317",0,7,0,40,0,0,"{""type"":""Point"",""coordinates"":[14.50447,4.7356013]}",2000
164,20.6052,"CD2013_280",0,4,0,40,0,0,"{""type"":""Point"",""coordinates"":[20.6052,0.786509]}",2000
30,21.9,"CF1994_521",0,3,0,40,0,0,"{""type"":""Point"",""coordinates"":[21.9,4.6]}",2000
119,18.5833,"CF1994_613",0,2,0,40,0,0,"{""type"":""Point"",""coordinates"":[18.5833,4.3667]}",2000
129,18.68195,"CD2007_35",0,2,0,40,0,0,"{""type"":""Point"",""coordinates"":[18.68195,4.360888]}",2000
312,17.0833,"CF1994_121",0,3,0,40,0,0,"{""type"":""Point"",""coordinates"":[17.0833,5.3167]}",2000
359,21.2,"CF1994_412",0,3,0,40,0,0,"{""type"":""Point"",""coordinates"":[21.2,6.25]}",2000
65,10.921113,"CM2011_554",0,4,0,40,0,0,"{""type"":""Point"",""coordinates"":[10.921113,5.713701]}",2000
287,10.687389,"CM2011_543",0,10,0,40,0,0,"{""type"":""Point"",""coordinates"":[10.687389,6.577798]}",2000
52,12.082464,"NG2013_178",0,5,0,40,0,0,"{""type"":""Point"",""coordinates"":[12.082464,8.765318]}",2000
329,12.488787,"NG2013_187",0,4,0,40,0,0,"{""type"":""Point"",""coordinates"":[12.488787,9.197908]}",2000
443,11.103898,"NG2013_256",0,8,0,40,0,0,"{""type"":""Point"",""coordinates"":[11.103898,9.55851]}",2000
352,11.0801436282,"NG2003_75",0,7,0,40,0,0,"{""type"":""Point"",""coordinates"":[11.0801436,10.3477396]}",2000
284,13.36339,"NG2013_219",0,6,0,40,0,0,"{""type"":""Point"",""coordinates"":[13.36339,10.993712]}",2000
306,13.646822,"CM2011_216",0,10,0,40,0,0,"{""type"":""Point"",""coordinates"":[13.646822,10.714709]}",2000
391,14.231057,"CM2011_271",0,8,0,40,0,0,"{""type"":""Point"",""coordinates"":[14.231057,10.488887]}",2000
11,9.888696,"NG2010_84",0,8,0,40,0,0,"{""type"":""Point"",""coordinates"":[9.888696,12.589549]}",2000
35,9.080181,"NG2013_354",0,5,0,40,0,0,"{""type"":""Point"",""coordinates"":[9.080181,12.017735]}",2000
478,7.32871,"NG2008_49",0,4,0,40,0,0,"{""type"":""Point"",""coordinates"":[7.32871,11.32606]}",2000
393,5.131472,"NG2013_449",0,8,0,40,0,0,"{""type"":""Point"",""coordinates"":[5.131472,12.328103]}",2000
103,5.315405,"NG2010_114",0,17,0,40,0,0,"{""type"":""Point"",""coordinates"":[5.315405,13.75809]}",2000
406,4.09592083211,"NG2003_146",0,8,0,40,0,0,"{""type"":""Point"",""coordinates"":[4.0959208,12.5227086]}",2000
462,4.549637,"NG2013_420",0,8,0,40,0,0,"{""type"":""Point"",""coordinates"":[4.549637,12.763274]}",2000
395,3.18820218595,"BJ2012_30",0,8,0,40,0,0,"{""type"":""Point"",""coordinates"":[3.1882022,12.0659013]}",2000
188,1.50439,"BF2010_507",0,9,0,40,0,0,"{""type"":""Point"",""coordinates"":[1.50439,12.464283]}",2000
84,1.33167,"BF2010_169",0,9,0,40,0,0,"{""type"":""Point"",""coordinates"":[1.33167,12.026618]}",2000
494,0.265589643783,"BF1998_83",0,9,0,40,0,0,"{""type"":""Point"",""coordinates"":[0.2655896,14.0576857]}",2000
336,43.262343778,"ET2016_22",19,4,0,40,0,0,"{""type"":""Point"",""coordinates"":[43.2623438,8.8762954]}",2000
300,42.720328,"ET2005_466",17,7,0,40,0,0,"{""type"":""Point"",""coordinates"":[42.720328,9.618952]}",2000
347,41.832986,"ET2005_425",32,18,0,40,0,0,"{""type"":""Point"",""coordinates"":[41.832986,9.573262]}",2000
438,41.759799,"ET2005_379",40,18,0,40,0,0,"{""type"":""Point"",""coordinates"":[41.759799,9.501597]}",2000
159,42.219231,"ET2010_340",8,4,0,40,0,0,"{""type"":""Point"",""coordinates"":[42.219231,9.243978]}",2000
332,42.110843,"ET2010_451",9,4,0,40,0,0,"{""type"":""Point"",""coordinates"":[42.110843,9.301475]}",2000
452,40.8738935059,"ET2016_412",15,3,0,40,0,0,"{""type"":""Point"",""coordinates"":[40.8738935,9.090824]}",2000
319,40.972353,"ET2010_567",15,3,0,40,0,0,"{""type"":""Point"",""coordinates"":[40.972353,9.228562]}",2000
130,39.3266769251,"ET2016_392",29,8,0,40,0,0,"{""type"":""Point"",""coordinates"":[39.3266769,12.8767375]}",2000
349,39.6382886675,"ET2016_442",15,5,0,40,0,0,"{""type"":""Point"",""coordinates"":[39.6382887,12.5593212]}",2000
108,37.462694,"ET2005_393",16,5,0,40,0,0,"{""type"":""Point"",""coordinates"":[37.462694,12.602036]}",2000
413,37.699792,"ET2005_304",13,4,0,40,0,0,"{""type"":""Point"",""coordinates"":[37.699792,11.075622]}",2000
93,38.275322,"ET2010_89",13,4,0,40,0,0,"{""type"":""Point"",""coordinates"":[38.275322,11.227634]}",2000
196,38.8884320306,"ET2016_460",38,13,0,40,0,0,"{""type"":""Point"",""coordinates"":[38.888432,10.7538865]}",2000
150,39.9017174563,"ET2016_295",13,5,0,40,0,0,"{""type"":""Point"",""coordinates"":[39.9017175,9.9570039]}",2000
238,39.547288,"ET2005_505",13,5,0,40,0,0,"{""type"":""Point"",""coordinates"":[39.547288,9.648052]}",2000
63,39.926755,"ET2005_16",13,5,0,40,0,0,"{""type"":""Point"",""coordinates"":[39.926755,9.675559]}",2000
303,38.7969619609,"ET2016_353",11,5,0,40,0,0,"{""type"":""Point"",""coordinates"":[38.796962,8.8651687]}",2000
268,38.783107,"ET2010_173",11,5,0,40,0,0,"{""type"":""Point"",""coordinates"":[38.783107,8.882464]}",2000
372,36.2265386316,"ET2016_559",11,3,0,40,0,0,"{""type"":""Point"",""coordinates"":[36.2265386,10.6998426]}",2000
17,36.628288,"ET2005_535",11,3,0,40,0,0,"{""type"":""Point"",""coordinates"":[36.628288,9.578523]}",2000
411,34.579723,"ET2005_435",21,5,0,40,0,0,"{""type"":""Point"",""coordinates"":[34.579723,10.890404]}",2000
206,36.950693,"ET2005_156",14,3,0,40,0,0,"{""type"":""Point"",""coordinates"":[36.950693,11.069777]}",2000
476,38.834782,"ET2005_205",14,3,0,40,0,0,"{""type"":""Point"",""coordinates"":[38.834782,13.352096]}",2000
230,39.849897,"ET2010_69",15,5,0,40,0,0,"{""type"":""Point"",""coordinates"":[39.849897,13.429626]}",2000
